sample_id,site_name,latitude,longitude,age_BP,richness,shannon_H,evenness,openness,pollen_sum,roc_chord
173211,Abborrtjärnen,63.88333,14.45,3043.0,5.0,1.100080260676543,0.6835182967777805,0.01530612244897959,100.00000000000001,0.10211491333981246
173212,Abborrtjärnen,63.88333,14.45,3123.0,7.0,1.1374020440970278,0.5845090250694287,0.009907529722589167,100.00000000000001,0.013363439413743228
173213,Abborrtjärnen,63.88333,14.45,3203.0,7.0,1.148631115248305,0.5902796261204221,0.02070645554202193,100.0,0.01517187827799986
173214,Abborrtjärnen,63.88333,14.45,3284.0,7.0,1.2158853633965792,0.624841472761144,0.009920634920634922,100.0,0.047401368527684534
173215,Abborrtjärnen,63.88333,14.45,3364.0,7.0,1.1687530823593022,0.6006202716639821,0.01796211626387982,100.0,0.1015094485704314
173216,Abborrtjärnen,63.88333,14.45,3444.0,5.0,1.0888727037600976,0.6765546501345279,0.016822429906542057,100.0,0.13577501890064
173217,Abborrtjärnen,63.88333,14.45,3525.0,7.0,1.2020939886650004,0.6177541081475856,0.011836320595197836,100.00000000000003,0.17122333723850458
173218,Abborrtjärnen,63.88333,14.45,3605.0,7.0,1.1895664954276024,0.6113162501388385,0.015126050420168069,100.0,0.039873582365043764
173219,Abborrtjärnen,63.88333,14.45,3685.0,3.0,0.9929955596981888,0.9038635103035628,0.020408163265306117,100.00000000000001,0.29878586121221956
173220,Abborrtjärnen,63.88333,14.45,3766.0,7.0,1.1945325881467257,0.6138683169552505,0.018893850910340088,100.0,0.27037917932172845
173221,Abborrtjärnen,63.88333,14.45,3846.0,6.0,1.1002564630824263,0.6140648239779922,0.005319148936170213,100.0,0.02991851366581013
173222,Abborrtjärnen,63.88333,14.45,3927.0,4.0,1.082446403349053,0.7808200290698868,0.008753501400560226,100.00000000000006,0.07327567263252097
173223,Abborrtjärnen,63.88333,14.45,4007.0,8.0,1.2196619400278494,0.5865334108130636,0.006373486297004461,100.0,0.12749734646868272
173224,Abborrtjärnen,63.88333,14.45,4087.0,6.0,1.1353610825820992,0.6336570851617978,0.018115942028985508,100.0,0.10976130198727432
173225,Abborrtjärnen,63.88333,14.45,4168.0,6.0,1.0963812586240371,0.6119020311897064,0.017187500000000005,99.99999999999997,0.09341994602498385
173226,Abborrtjärnen,63.88333,14.45,4248.0,5.0,1.0564496832963273,0.6564090948364462,0.0018248175182481753,100.0,0.08654717855607318
173227,Abborrtjärnen,63.88333,14.45,4328.0,7.0,1.234248941421904,0.6342784850683361,0.011204481792717089,99.99999999999997,0.04749698503279089
173228,Abborrtjärnen,63.88333,14.45,4409.0,7.0,1.115047519007849,0.5730210716816367,0.011307953260459856,100.00000000000003,0.162602110892225
173229,Abborrtjärnen,63.88333,14.45,4489.0,5.0,1.1262718917048398,0.6997920721287568,0.011800404585300066,100.0,0.08417264252699755
173230,Abborrtjärnen,63.88333,14.45,4569.0,6.0,1.157892486291095,0.6462321010029045,0.012367491166077741,100.0,0.03355644052003426
173231,Abborrtjärnen,63.88333,14.45,4650.0,3.0,1.0936531841723973,0.995486028559061,0.011928429423459246,100.0,0.04545976888697355
173232,Abborrtjärnen,63.88333,14.45,4733.0,8.0,1.1930168149456568,0.5737198142064152,0.025540275049115914,99.99999999999999,0.13347349741589737
173233,Abborrtjärnen,63.88333,14.45,4827.0,6.0,1.1624169618404407,0.6487572588865657,0.016457211250748057,100.00000000000003,0.18229746239827518
173234,Abborrtjärnen,63.88333,14.45,4921.0,7.0,1.1576803228545578,0.5949299989090351,0.016194331983805668,99.99999999999999,0.13247188684693817
173235,Abborrtjärnen,63.88333,14.45,5015.0,5.0,1.091659087292736,0.6782859275644377,0.013440860215053762,99.99999999999999,0.13573075434316584
173236,Abborrtjärnen,63.88333,14.45,5108.0,4.0,1.1395979539022292,0.8220461583509778,0.010277492291880783,100.0,0.12517355975750574
173237,Abborrtjärnen,63.88333,14.45,5202.0,9.0,1.2453881183114386,0.566800558831028,0.020589166930630343,100.00000000000003,0.038348611985450885
173238,Abborrtjärnen,63.88333,14.45,5296.0,7.0,1.2679373027738632,0.651590878124261,0.015243902439024392,100.0,0.05234824535015341
173239,Abborrtjärnen,63.88333,14.45,5390.0,8.0,1.0811503879078939,0.5199234343632992,0.0053323853537148936,100.00000000000003,0.1261854030988044
173240,Abborrtjärnen,63.88333,14.45,5483.0,8.0,1.1784365693703784,0.5667081982109493,0.013049962714392247,100.00000000000001,0.07544880671129489
173241,Abborrtjärnen,63.88333,14.45,5577.0,7.0,1.1790420624047886,0.605907761454033,0.01079136690647482,100.0,0.1177860214779805
173242,Abborrtjärnen,63.88333,14.45,5671.0,6.0,1.2307882414853943,0.6869159966073213,0.00985221674876847,99.99999999999997,0.046923009952167055
173243,Abborrtjärnen,63.88333,14.45,5765.0,6.0,1.244628284988996,0.6946402719586129,0.019543973941368076,100.00000000000001,0.05434552213692456
173244,Abborrtjärnen,63.88333,14.45,5858.0,9.0,1.3202787965842953,0.6008847753673502,0.013029315960912054,99.99999999999999,0.10434831269093149
173245,Abborrtjärnen,63.88333,14.45,5952.0,7.0,1.297051222254208,0.6665524730850967,0.015047879616963066,100.00000000000001,0.07091300591872522
173246,Abborrtjärnen,63.88333,14.45,6046.0,6.0,1.2380704770805153,0.6909802896780081,0.01134154244977317,100.0,0.08671945405984852
173247,Abborrtjärnen,63.88333,14.45,6139.0,6.0,1.333711438001339,0.7443585263014924,0.004909983633387889,99.99999999999997,0.05553741836886149
173248,Abborrtjärnen,63.88333,14.45,6233.0,7.0,1.32423016318664,0.6805196857776388,0.008130081300813009,99.99999999999997,0.09244248350071692
173249,Abborrtjärnen,63.88333,14.45,6327.0,5.0,1.2100829670597928,0.7518668211497973,0.005737234652897303,100.00000000000001,0.13321394039410397
173250,Abborrtjärnen,63.88333,14.45,6421.0,7.0,1.3390843919655013,0.6881532493242767,0.009250693802035154,99.99999999999997,0.1073898130911228
173251,Abborrtjärnen,63.88333,14.45,6514.0,9.0,1.3662628494379587,0.6218130197206934,0.011918951132300359,100.0,0.02944505607247857
173252,Abborrtjärnen,63.88333,14.45,6608.0,7.0,1.3857095746331018,0.7121138534098435,0.007309941520467837,99.99999999999997,0.06299630704760395
173253,Abborrtjärnen,63.88333,14.45,6702.0,7.0,1.29724176089606,0.6666503905773018,0.010293842410630732,100.0,0.10596223741544672
173254,Abborrtjärnen,63.88333,14.45,6796.0,7.0,1.454292686537053,0.7473586009318429,0.011636927851047321,100.0,0.15444982646471134
